"","source.type","pucid","PUC_level1","PUC_level2","PUC_level3","variable","units","dist.type","mean","CV","min.age","max.age","gender"
"2410","product","VE.0400.030","vehicle","car surface treatment","combination product","duration","minutes","lognormal",25,1,0,99,"B"
"2414","product","VE.0400.030","vehicle","car surface treatment","combination product","f.contact","[-]","point",0.01,0,0,99,"B"
"2406","product","VE.0400.030","vehicle","car surface treatment","combination product","f.residual","[-]","point",0.01,0,0,99,"B"
"2415","product","VE.0400.030","vehicle","car surface treatment","combination product","house.prev","[-]","point",0.16,1,0,99,"B"
"2408","product","VE.0400.030","vehicle","car surface treatment","combination product","mass","g","lognormal",90,1,0,99,"B"
"2409","product","VE.0400.030","vehicle","car surface treatment","combination product","use.freq","1/year","lognormal",12,1,0,99,"B"
"2411","product","VE.0400.030","vehicle","car surface treatment","combination product","use.prev","[-]","point",0,1,0,12,"B"
"2412","product","VE.0400.030","vehicle","car surface treatment","combination product","use.prev","[-]","point",0.16,1,13,99,"M"
"2413","product","VE.0400.030","vehicle","car surface treatment","combination product","use.prev","[-]","point",0.16,1,13,99,"W"
"2407","product","VE.0400.030","vehicle","car surface treatment","combination product","volume","m^3","point",480,0,0,99,"B"
"2420","product","VE.0400.040","vehicle","car surface treatment","degreaser","duration","minutes","lognormal",30,1,0,99,"B"
"2424","product","VE.0400.040","vehicle","car surface treatment","degreaser","f.contact","[-]","point",0.0017,0,0,99,"B"
"2416","product","VE.0400.040","vehicle","car surface treatment","degreaser","f.residual","[-]","point",0.01,0,0,99,"B"
"2425","product","VE.0400.040","vehicle","car surface treatment","degreaser","house.prev","[-]","point",0.11,1,0,99,"B"
"2418","product","VE.0400.040","vehicle","car surface treatment","degreaser","mass","g","lognormal",300,1,0,99,"B"
"2419","product","VE.0400.040","vehicle","car surface treatment","degreaser","use.freq","1/year","lognormal",3,1,0,99,"B"
"2421","product","VE.0400.040","vehicle","car surface treatment","degreaser","use.prev","[-]","point",0,1,0,12,"B"
"2422","product","VE.0400.040","vehicle","car surface treatment","degreaser","use.prev","[-]","point",0.11,1,13,99,"M"
"2423","product","VE.0400.040","vehicle","car surface treatment","degreaser","use.prev","[-]","point",0.11,1,13,99,"W"
"2417","product","VE.0400.040","vehicle","car surface treatment","degreaser","volume","m^3","point",480,0,0,99,"B"
"2430","product","VE.0400.050","vehicle","car surface treatment","other","duration","minutes","lognormal",25,1,0,99,"B"
"2434","product","VE.0400.050","vehicle","car surface treatment","other","f.contact","[-]","point",0.01,0,0,99,"B"
"2426","product","VE.0400.050","vehicle","car surface treatment","other","f.residual","[-]","point",0.01,0,0,99,"B"
"2435","product","VE.0400.050","vehicle","car surface treatment","other","house.prev","[-]","point",0.16,1,0,99,"B"
"2428","product","VE.0400.050","vehicle","car surface treatment","other","mass","g","lognormal",90,1,0,99,"B"
"2429","product","VE.0400.050","vehicle","car surface treatment","other","use.freq","1/year","lognormal",12,1,0,99,"B"
"2431","product","VE.0400.050","vehicle","car surface treatment","other","use.prev","[-]","point",0,1,0,12,"B"
"2432","product","VE.0400.050","vehicle","car surface treatment","other","use.prev","[-]","point",0.16,1,13,99,"M"
"2433","product","VE.0400.050","vehicle","car surface treatment","other","use.prev","[-]","point",0.16,1,13,99,"W"
"2427","product","VE.0400.050","vehicle","car surface treatment","other","volume","m^3","point",480,0,0,99,"B"
"2440","product","VE.0500.010","vehicle","engine maintenance","antifreeze","duration","minutes","lognormal",20,1,0,99,"B"
"2444","product","VE.0500.010","vehicle","engine maintenance","antifreeze","f.contact","[-]","point",0.00052,0,0,99,"B"
"2436","product","VE.0500.010","vehicle","engine maintenance","antifreeze","f.residual","[-]","point",0.01,0,0,99,"B"
"2445","product","VE.0500.010","vehicle","engine maintenance","antifreeze","house.prev","[-]","point",0.1,1,0,99,"B"
"2438","product","VE.0500.010","vehicle","engine maintenance","antifreeze","mass","g","lognormal",960,1,0,99,"B"
"2439","product","VE.0500.010","vehicle","engine maintenance","antifreeze","use.freq","1/year","lognormal",1,1,0,99,"B"
"2441","product","VE.0500.010","vehicle","engine maintenance","antifreeze","use.prev","[-]","point",0,1,0,12,"B"
"2442","product","VE.0500.010","vehicle","engine maintenance","antifreeze","use.prev","[-]","point",0.1,1,13,99,"M"
"2443","product","VE.0500.010","vehicle","engine maintenance","antifreeze","use.prev","[-]","point",0.03,1,13,99,"W"
"2437","product","VE.0500.010","vehicle","engine maintenance","antifreeze","volume","m^3","point",480,0,0,99,"B"
"2450","product","VE.0500.020","vehicle","engine maintenance","auto fluids and additives","duration","minutes","lognormal",15,1,0,99,"B"
"2454","product","VE.0500.020","vehicle","engine maintenance","auto fluids and additives","f.contact","[-]","point",0.0043,0,0,99,"B"
"2446","product","VE.0500.020","vehicle","engine maintenance","auto fluids and additives","f.residual","[-]","point",0.01,0,0,99,"B"
"2455","product","VE.0500.020","vehicle","engine maintenance","auto fluids and additives","house.prev","[-]","point",0.07,1,0,99,"B"
"2448","product","VE.0500.020","vehicle","engine maintenance","auto fluids and additives","mass","g","lognormal",115,1,0,99,"B"
"2449","product","VE.0500.020","vehicle","engine maintenance","auto fluids and additives","use.freq","1/year","lognormal",3,1,0,99,"B"
"2451","product","VE.0500.020","vehicle","engine maintenance","auto fluids and additives","use.prev","[-]","point",0,1,0,12,"B"
"2452","product","VE.0500.020","vehicle","engine maintenance","auto fluids and additives","use.prev","[-]","point",0.07,1,13,99,"M"
"2453","product","VE.0500.020","vehicle","engine maintenance","auto fluids and additives","use.prev","[-]","point",0.05,1,13,99,"W"
"2447","product","VE.0500.020","vehicle","engine maintenance","auto fluids and additives","volume","m^3","point",480,0,0,99,"B"
"2460","product","VE.0500.030","vehicle","engine maintenance","auto lubricant","duration","minutes","lognormal",10,1,0,99,"B"
"2464","product","VE.0500.030","vehicle","engine maintenance","auto lubricant","f.contact","[-]","point",0.01,0,0,99,"B"
"2456","product","VE.0500.030","vehicle","engine maintenance","auto lubricant","f.residual","[-]","point",0.01,0,0,99,"B"
"2465","product","VE.0500.030","vehicle","engine maintenance","auto lubricant","house.prev","[-]","point",0.18,1,0,99,"B"
"2458","product","VE.0500.030","vehicle","engine maintenance","auto lubricant","mass","g","lognormal",50,1,0,99,"B"
"2459","product","VE.0500.030","vehicle","engine maintenance","auto lubricant","use.freq","1/year","lognormal",11,1,0,99,"B"
"2461","product","VE.0500.030","vehicle","engine maintenance","auto lubricant","use.prev","[-]","point",0,1,0,12,"B"
"2462","product","VE.0500.030","vehicle","engine maintenance","auto lubricant","use.prev","[-]","point",0.18,1,13,99,"M"
"2463","product","VE.0500.030","vehicle","engine maintenance","auto lubricant","use.prev","[-]","point",0.18,1,13,99,"W"
"2457","product","VE.0500.030","vehicle","engine maintenance","auto lubricant","volume","m^3","point",480,0,0,99,"B"
"2470","product","VE.0500.040","vehicle","engine maintenance","auto refrigerant","duration","minutes","lognormal",20,1,0,99,"B"
"2474","product","VE.0500.040","vehicle","engine maintenance","auto refrigerant","f.contact","[-]","point",0.017,0,0,99,"B"
"2466","product","VE.0500.040","vehicle","engine maintenance","auto refrigerant","f.residual","[-]","point",0.01,0,0,99,"B"
"2475","product","VE.0500.040","vehicle","engine maintenance","auto refrigerant","house.prev","[-]","point",0.01,1,0,99,"B"
"2468","product","VE.0500.040","vehicle","engine maintenance","auto refrigerant","mass","g","lognormal",30,1,0,99,"B"
"2469","product","VE.0500.040","vehicle","engine maintenance","auto refrigerant","use.freq","1/year","lognormal",0.5,1,0,99,"B"
"2471","product","VE.0500.040","vehicle","engine maintenance","auto refrigerant","use.prev","[-]","point",0,1,0,12,"B"
"2472","product","VE.0500.040","vehicle","engine maintenance","auto refrigerant","use.prev","[-]","point",0.01,1,13,99,"M"
"2473","product","VE.0500.040","vehicle","engine maintenance","auto refrigerant","use.prev","[-]","point",0.01,1,13,99,"W"
"2467","product","VE.0500.040","vehicle","engine maintenance","auto refrigerant","volume","m^3","point",480,0,0,99,"B"
"2480","product","VE.0500.050","vehicle","engine maintenance","motor oil","duration","minutes","lognormal",20,1,0,99,"B"
"2484","product","VE.0500.050","vehicle","engine maintenance","motor oil","f.contact","[-]","point",0.00055,0,0,99,"B"
